month,day,hour,weekend,temp,rain,lamax
11,19,14,1,3.9397518333333337,0.003,57.57816666666667
11,19,15,1,3.698013,0.0,56.785833333333336
11,19,16,1,3.558766,0.0,56.72797222222223
11,19,17,1,3.4005386666666677,0.0,57.10833333333333
11,19,18,1,3.2927055000000003,0.0,56.95336111111112
11,19,19,1,3.126533666666667,0.0,56.610416666666666
11,19,20,1,3.0054081666666668,0.0,54.64919444444445
11,19,21,1,2.8827580000000004,0.0,53.15480555555556
11,19,22,1,3.091556166666667,0.0,53.77152777777778
11,19,23,1,2.9680668333333333,0.0,53.03305555555556
11,20,0,1,2.734181833333333,0.0,50.47025
11,20,1,1,2.712738666666666,0.0,46.63458333333333
11,20,2,1,2.7905996666666666,0.0,44.60255555555556
11,20,3,1,2.7399913333333337,0.0,43.914
11,20,4,1,3.0270816666666662,0.0,44.41166666666667
11,20,5,1,3.2263821666666668,0.0,43.293972222222216
11,20,6,1,3.4442855,0.0,42.82858333333333
11,20,7,1,3.755789333333334,0.0,39.98602777777778
11,20,8,1,4.4180165,0.0,44.61866666666667
11,20,9,1,5.326864,0.0,48.68005555555556
11,20,10,1,6.358666333333333,0.0,51.72675
11,20,11,1,7.482481833333334,0.0,51.54530555555556
11,20,12,1,8.345446666666666,0.002,51.696527777777774
11,20,13,1,7.744620833333333,0.003,53.59858333333333
11,20,14,1,7.551344333333333,0.0,57.13375
11,20,15,1,7.707607833333333,0.0,56.54402777777778
11,20,16,1,8.383978166666667,0.0,55.10736111111111
11,20,17,1,8.628083166666666,0.0,56.09697222222223
11,20,18,1,8.342966833333334,0.0,58.47861111111112
11,20,19,1,8.114987333333334,0.0,56.71236111111112
11,20,20,1,7.926534833333334,0.0,60.12352777777778
11,20,21,1,7.516748666666667,0.0,58.87813888888888
11,20,22,1,7.115386,0.0,54.98980555555556
11,20,23,1,6.849332166666667,0.0,50.57566666666666
11,21,0,0,6.814959666666667,0.003,46.83661111111111
11,21,1,0,6.293392666666667,0.0,41.033166666666666
11,21,2,0,6.111037166666667,0.0,38.03630555555556
11,21,3,0,6.311961166666666,0.002,36.98544444444445
11,21,4,0,6.141116666666666,0.0,39.26586111111112
11,21,5,0,5.7971295,0.0,41.76580555555555
11,21,6,0,5.7857865,0.0,50.95875
11,21,7,0,5.239128666666667,0.0,55.680166666666665
11,21,8,0,4.902571833333333,0.0,59.58558333333333
11,21,9,0,5.3334415,0.0,58.54541666666667
11,21,10,0,6.415889666666668,0.0,58.883189774937485
11,21,11,0,7.223089833333333,0.0,56.796973063038045
11,21,12,0,7.8606025,0.0,57.900638888888885
11,21,13,0,8.405414666666667,0.0,58.39944444444444
11,21,14,0,8.650782833333333,0.0,56.643277777777776
11,21,15,0,8.3756925,0.0,56.63434287302028
11,21,16,0,8.160807833333335,0.0,57.38383333333333
11,21,17,0,8.040380166666667,0.003,57.46252777777778
11,21,18,0,7.7117765,0.002,58.98577777777778
11,21,19,0,7.625009833333333,0.002,59.17462479155086
11,21,20,0,7.414492666666667,0.003,57.844818005001386
11,21,21,0,7.346868666666666,0.002,56.457
11,21,22,0,7.237941333333333,0.0,55.06867536795334
11,21,23,0,7.072331999999999,0.0,51.801806057238124
11,22,0,0,6.884421499999999,0.0,49.82890494719288
11,22,1,0,6.539091,0.0,46.21733333333333
11,22,2,0,6.017452166666668,0.0,42.10530555555556
11,22,3,0,5.493469999999999,0.0,41.97338888888889
11,22,4,0,5.1770755,0.0,40.94094444444444
11,22,5,0,4.8529675,0.0,44.41813888888888
11,22,6,0,5.135713666666667,0.0,50.40283333333333
11,22,7,0,6.009775166666667,0.0,54.82028904947192
11,22,8,0,6.261560833333333,0.0,59.533388888888894
11,22,9,0,6.410856,0.0,59.3295
11,22,10,0,6.663469166666666,0.0,59.75334815226452
11,22,11,0,7.662642166666667,0.0,58.699444135630905
11,22,12,0,7.608825166666667,0.0,57.860638888888886
11,22,13,0,7.978910333333332,0.0,58.84041666666667
11,22,14,0,8.3180265,0.0,57.55580555555555
11,22,15,0,8.869232,0.0,57.06525
11,22,16,0,8.854160833333333,0.0,58.14669444444445
11,22,17,0,8.986164333333333,0.0,57.47252777777778
11,22,18,0,9.290282666666666,0.0,57.90322222222223
11,22,19,0,8.726438499999999,0.002,59.290277777777774
11,22,20,0,8.3556355,0.002,59.465212559044176
11,22,21,0,8.440458833333333,0.001,58.71813888888889
11,22,22,0,8.507573500000001,0.0,58.500888888888895
11,22,23,0,8.653973166666667,0.0,53.510058349541545
11,23,0,0,9.024592333333333,0.0,51.13780555555556
11,23,1,0,8.832129333333333,0.0,49.97916666666666
11,23,2,0,8.900943833333333,0.0,45.87370174951403
11,23,3,0,8.828806833333333,0.0,45.59047222222223
11,23,4,0,8.793342166666667,0.0,44.48724645734927
11,23,5,0,8.423996833333334,0.0,48.2777932184547
11,23,6,0,7.732585833333334,0.0,48.44430555555556
11,23,7,0,7.130901166666667,0.0,53.1345
11,23,8,0,6.957917833333333,0.0,57.32536111111111
11,23,9,0,7.913868499999999,0.0,55.78102777777778
11,23,10,0,8.6984795,0.0,58.75002777777778
11,23,11,0,9.251085833333333,0.0,58.94152306837132
